ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 1 default","Attribute 2 default"
\nThe Stryker PRO 420 inflatable boat comes with the added protection of 1.8mm wrapped with our Stryker Shield® under the entire bottom of the boat. There is no other comparable boat on the market today.  We add a 20” heavy duty 1 piece reinforced aluminum transom for the ability to add a JET outboard for extreme shallow water use or a long shaft motor.  Plus added bonus: NEW A-Style Bow with improved keel rise. This is the perfect setup for hunting, fishing, or any other outdoor activities in the wild.  Ideal for 3-4 people plus your gear.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nOur exclusive PRO line features 7 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nStryker Inflatable Boats are constructed with an imported high grade German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process involving heat welded together that adds superior strength and durability.
\n
\nThe Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 20"" transom gives you the ability to add a JET outboard for extreme shallow water use or a long shaft prop outboard motor.  This is the perfect inflatable boat for a large group of adventure seekers paired with a 20-30 HP long shaft(prop) outboard or a 35HP JET.
\n
\n6 Air Chambers, 2998lbs weight capacity, maximum 10 people. Heavy duty interlocking aluminum floor system with side stringers.
\n<h3><strong>Motor Recommendation for the Stryker PRO 420:</strong></h3>
\nPlease note: this model requires a 20” prop motor.
\n<h3><strong>Included:</strong></h3>
\nComes fully equipped with military grade wrap around life line and interior grab lines, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount, welded towing/lifting eyes on transom, towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>.  Included in your package: single set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, double set of <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seats</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/essentials-bag/"">essential bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.  Added bonus, a <a href=""https://strykerboats.com/product/stryker-sunshade-bimini/"" target=""_blank"" rel=""noopener"">sun shade bimini top,</a> and 2 <a href=""https://strykerboats.com/product/scotty-bait-caster-rod-holder-w-mount/"" target=""_blank"" rel=""noopener"">Scotty® baitcasters</a> fishing rod holders.
\n
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 53 x 29 x 19""</li>
\n 	<li>Boat Only Weight: 200 lbs</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 46 x 28 x 6""</li>
\n 	<li>Floor Only Weight: 88 lbs</li>
\n</ul>
\nThis inflatable boat is commonly paired and recommended with our <a href=""https://strykerboats.com/product/boat-trailer-soft-hull-stryker-edition/"" target=""_blank"" rel=""noopener"">custom Road Runner Stryker Boat Trailer</a> and various console options.  Available in Storm Grey or Blacked Out.<a href=""https://strykerboats.com/warranty/""> </a>
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty</a>.",,,taxable,,0,0,,0,0,140160,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/IMG_5287.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5784.png, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5285.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5286.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5287.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_3336-1.png, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8907.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9334.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF1949-30.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF2055-67.jpg",,,,,"id:347, id:348, id:1853",,,,110,color,"Blacked Out, Blacked Out (2023), Storm Grey",1,1,,,,,,,,,,,,,,,,,,,
12522,variation,,"Stryker PRO 420 (13’ 7”) Inflatable Boat - Storm Grey",'-1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,4639.88,5799.88,,,,,,,id:12521,,,,,,2,color,"Storm Grey",,1,,,,,,,,,,,,,,,,,,,
12969,variable,,"Stryker LX 360 (11’ 7”) Inflatable Boat - STORM GREY AIR FLOOR 2022",'-1,0,visible,"PLEASE CALL 604-783-5774 TO INQUIRE
\n
\nPhotos are for reference only. Boat is new with a repaired floor.
\n
\nCA-YQWXD209D222
\n
\n&nbsp;
\n
\nThe Stryker LX 360 is a good all around inflatable boat for someone looking for additional room over the 320 with budget a primary consideration. This inflatable boat is rated for 7 people, but we have found that this is the perfect size for 3-4 people paired with a lightweight 20HP motor.",,,,taxable,,0,0,,0,0,90718,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8984-91a.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9225.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9237.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9334_e17a00a7-723d-408b-b5b5-a424ab9400ea.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9229.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8911_9f86f8fb-c982-421f-9427-9626f5fb1958.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9224.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9065_a06a68f5-2a78-420e-80ab-6aa3bc3d4fba.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9051_ffc45a50-47ad-4a1d-8a87-a19f4c2496b8.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8999_d896d3a5-52d1-401b-bf98-325f8be096c2.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8983_6d6279d5-6df4-47e1-8b5b-1735dec42206.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8964_0fc508e5-6034-4c40-af50-d8c61fb30309.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8994-93a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8997-95a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF9005-97a-1.jpg",,,,,"id:347, id:348, id:1853",,,,101,color,"Rescue Red, Storm Grey",1,1,flooring,"Aluminum, HP Airmat",1,1,,,,,,,,,,,,,,"Storm Grey","HP Airmat"
12979,variation,,"Stryker LX 360 (11’ 7”) Inflatable Boat - STORM GREY AIR FLOOR 2022 - Storm Grey, HP Airmat",'-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,2549.88,3399.88,,,,,,,id:12969,,,,,,1,color,"Storm Grey",,1,flooring,"HP Airmat",,1,,,,,,,,,,,,,,,
12980,variable,,"Stryker HD 420 (13 ’7”) Inflatable Boat - PROTOTYPE GREY",'-1,0,visible,"Photos for reference only, please call in for details 604-783-5774
\n
\nYQWSW003D222",,,,taxable,,0,0,,0,0,117480,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/IMG_5310.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5310.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5312.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5313.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5311.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5314.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5316.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5315.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5318.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2415-66.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9027-103a.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2407-63.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2397-61.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0734-134.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9089-116a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9083-114a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9078-113a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9061-112a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9058-110a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9057-109a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9055-108a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/HD420-DSCF9050-107a.jpg",,,,,"id:347, id:348, id:1853",,,,97,color,"Blacked Out, Storm Grey",1,1,transom-height,"15""",1,1,,,,,,,,,,,,,,"Blacked Out","15"""
12982,variation,,"Stryker HD 420 (13 ’7”) Inflatable Boat - PROTOTYPE GREY",'-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,3749.88,4999.88,,,,,,,id:12980,,,,,,1,color,"Storm Grey",,1,transom-height,"15""",,1,,,,,,,,,,,,,,,
12983,variable,,"Stryker LX 320 (10’ 5”) Inflatable Boat - PROTOTYPE RED",'-1,0,visible,"Photos for reference only, please call in for more information.
\n
\n604-783-5774
\n
\nCA-YQWSW001D222",,,,taxable,,0,0,,0,0,82554,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2019/04/IMG_5396.jpg, https://strykerboats.com/wp-content/uploads/2021/02/IMG_8537-19.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9059.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF2131-22.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF9006.jpg, https://strykerboats.com/wp-content/uploads/2021/02/IMG_8544-20.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Stryker_Shield-scaled-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9334_ea2b2f50-6dd2-4b2e-89f9-c7f1a1e4d834.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF8914.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF8963.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF8979.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF8986.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF8995.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8872-55a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8873-56a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8874-57a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8885-63a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8899-69a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8902-70a.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX320-DSCF8912-74a.jpg",,,,,"id:347, id:348, id:1853",,,,100,flooring,"Aluminum, HP Airmat",1,1,color,"Rescue Red, Storm Grey",1,1,,,,,,,,,,,,,,Aluminum,"Rescue Red"
12985,variation,,"Stryker LX 320 (10’ 5”) Inflatable Boat - PROTOTYPE RED - Aluminum, Rescue Red",'-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,2324.88,3099.88,,,,,,,id:12983,,,,,,1,flooring,Aluminum,,1,color,"Rescue Red",,1,,,,,,,,,,,,,,,
12989,variable,,"Stryker LX 250 (8’ 2”) Inflatable Boat - 2022",'-1,0,visible,"Boat is NEW IN BOX
\n
\nCA-YQWHF861E122","<h3><strong>Stryker LX 250 Overview: </strong></h3>
\nIntroducing the Stryker LX 250 inflatable boat. This model is our most compact SIB (soft bottom inflatable boat). This dinghy is perfect as a yacht tender or exploring calm bays.  This inflatable boat allows you to do a multitude of activities on the water partnering well with your bigger boat. This blow up boat offers 4 Air Chambers, 827lbs weight capacity and maximum 4 person capacity.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nThe Stryker LX 250 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.   Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together. This creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
\n
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe  LX 250 inflatable boat features a 15” heavy duty 1 piece reinforced aluminum transom.  The Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 15"" transom gives you the ability to add a short shaft prop outboard motor.
\n
\nStryker Inflatable Boats are constructed with a heavy duty interlocking aluminum floor system with side stringers or a high pressure air floor constructed from a specially designed drop-stitched PVC fabric.
\n<h3><strong>Motor Recommendation for the Stryker LX 250:</strong></h3>
\n6HP short shaft prop outboard, electric motor, or use the oars to row to shore.
\n<h3><strong>Included:</strong></h3>
\nEvery boat comes fully equipped with military grade wrap around life line, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount, welded towing/lifting eyes on transom, towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>.
\n
\nOne set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, one <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seat</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"" target=""_blank"" rel=""noopener"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"" target=""_blank"" rel=""noopener"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.
\n
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 43 x 22 x 10""</li>
\n 	<li>Boat Only Weight: 82 lbs</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 35 x 24 x 4""</li>
\n 	<li>Aluminum Floor Only Weight: 30 lbs</li>
\n 	<li>Airmat Floor Only Weight: 9 lbs</li>
\n</ul>
\nAvailable in Storm Grey.  Aluminum Floor or Air Floor options.
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty.</a>",,,taxable,,0,0,,0,0,57606,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2021/02/Stryker-LX-250-1-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF9287.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8999.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF9334_58b5a9a4-5174-4173-b1b3-2d16f755836e.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF9291.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF9283.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-DSCF9280.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9065.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9051.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8983.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8964.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8911.jpg",,,,,"PUMPE, SC279, SC311, SC838, SC779, SC793, SC774, WHEELS",,,,98,flooring,"Aluminum, HP Airmat",1,1,color,"Storm Grey",1,1,,,,,,,,,,,,,,Aluminum,"Storm Grey"
12990,variation,,"Stryker LX 250 (8’ 2”) Inflatable Boat - 2022 - HP Airmat, Storm Grey",'-1,0,visible,,,,,taxable,parent,0,,,0,0,,,,,0,,1599.88,1999.88,,,,,,,id:12989,,,,,,1,flooring,"HP Airmat",,1,color,"Storm Grey",,1,,,,,,,,,,,,,,,
12991,variable,,"Stryker LX 360 (11’ 7”) Inflatable Boat - AIR or ALUM FLOOR",'-1,0,visible,"photos are for reference only, please call in for more info 604-783-5774.
\n
\nLX 360 in storm grey with either air aluminum floor.
\n
\nCA-YQWHF720C121","<h3><strong>Stryker LX 360 Overview:</strong></h3>
\nThe Stryker LX 360 is a good all around inflatable boat for someone looking for additional room over the 320 with budget a primary consideration. This inflatable boat is rated for 7 people, but we have found that this is the perfect size for 3-4 people paired with a lightweight 20HP motor.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe Stryker LX 360 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.  Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together that creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
\n
\nThe  LX 360 inflatable boat features a 15” heavy duty 1 piece reinforced aluminum transom.  The Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 15"" transom gives you the ability to add a short shaft prop outboard motor.
\n
\nThis vessel offers 4 Air Chambers, 1803lbs weight capacity.  Stryker Inflatable Boats are constructed with a heavy duty interlocking aluminum floor system with side stringers or a high pressure air floor constructed from a specially designed drop-stitched PVC fabric.
\n<h3><strong>Motor Recommendation for the Stryker LX 360:</strong></h3>
\n20HP short shaft prop outboard, manual or electric start.
\n<h3><strong>Included:</strong></h3>
\nEvery boat comes fully equipped with military grade wrap around life line, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount, welded towing/lifting eyes on transom, towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>. Included in your package: one set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, double <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seats</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"" target=""_blank"" rel=""noopener"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"" target=""_blank"" rel=""noopener"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.
\n
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 53 x 29 x 19""</li>
\n 	<li>Boat Only Weight: 117 lbs</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 46 x 28 x 6""</li>
\n 	<li>Floor Only Weight: 51 lbs</li>
\n 	<li>Airmat Floor Only Weight: 19 lbs</li>
\n</ul>
\nAvailable in Storm Grey or Rescue Red.  Aluminum Floor or Air Floor options.
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty.</a>",,,taxable,,1,,,0,0,90718,,,,1,,,,"Boats > Specials",,,"https://strykerboats.com/wp-content/uploads/2021/04/Screen-Shot-2021-04-26-at-12.29.00-PM.png, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9225.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9237.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9334_e17a00a7-723d-408b-b5b5-a424ab9400ea.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Stryker_Shield_17887f19-5cd4-417e-8c33-89a0352299f9-scaled-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9229.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8911_9f86f8fb-c982-421f-9427-9626f5fb1958.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-DSCF9224.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9065_a06a68f5-2a78-420e-80ab-6aa3bc3d4fba.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF9051_ffc45a50-47ad-4a1d-8a87-a19f4c2496b8.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8999_d896d3a5-52d1-401b-bf98-325f8be096c2.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8983_6d6279d5-6df4-47e1-8b5b-1735dec42206.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Copy-of-Copy-of-Copy-of-DSCF8964_0fc508e5-6034-4c40-af50-d8c61fb30309.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5268.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8994-93a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF8997-95a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX360-DSCF9005-97a-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/IMG_5267.jpg",,,,,"id:347, id:348, id:1853",,,,101,color,"Rescue Red, Storm Grey",1,1,flooring,"Aluminum, HP Airmat",1,1,,,,,,,,,,,,,,"Rescue Red",Aluminum
12992,variation,,"Stryker LX 360 (11’ 7”) Inflatable Boat - AIR or ALUM FLOOR - Storm Grey, HP Airmat",'-1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,2209.88,3399.88,,,,,,,id:12991,,,,,,0,color,"Storm Grey",,1,flooring,"HP Airmat",,1,,,,,,,,,,,,,,,
12993,variable,,"Stryker PRO 420 (13’ 7”) Inflatable Boat",'-1,0,visible,"Photos are for reference only, please call in for more details at 604-783-5774
\n
\nBoat is in excellent condition, price is for boat with launching wheels and (1) pedestal seat before applicable taxes and shipping.
\n
